Epoch,Loss,Accuracy
1,2.385810375213623,0.337890625
2,1.8036117553710938,0.447265625
3,1.570302963256836,0.5078125
4,1.4510083198547363,0.52734375
5,1.3715949058532715,0.533203125
6,1.3042762279510498,0.5458984375
7,1.2499439716339111,0.5576171875
8,1.211198329925537,0.5693359375
9,1.1874914169311523,0.572265625
10,1.163231611251831,0.58984375
11,1.1350488662719727,0.607421875
12,1.126050591468811,0.6025390625
13,1.1088366508483887,0.6171875
14,1.079062581062317,0.615234375
15,1.0597772598266602,0.6298828125
16,1.0423102378845215,0.642578125
17,1.0197925567626953,0.6494140625
18,1.0109728574752808,0.66015625
19,0.9947958588600159,0.66015625
20,0.9859742522239685,0.662109375
21,0.9539402723312378,0.6845703125
22,0.9444797039031982,0.67578125
23,0.9330480694770813,0.6904296875
24,0.9273333549499512,0.6884765625
25,0.9114755392074585,0.697265625
26,0.8975062370300293,0.6787109375
27,0.880976676940918,0.69921875
28,0.8749580383300781,0.6904296875
29,0.8687146902084351,0.6982421875
30,0.8453967571258545,0.7099609375
31,0.8435918688774109,0.712890625
32,0.8372799754142761,0.716796875
33,0.8251276612281799,0.716796875
34,0.8172174692153931,0.716796875
35,0.7981805801391602,0.732421875
36,0.7805507183074951,0.736328125
37,0.7703509330749512,0.7421875
38,0.7579920291900635,0.7421875
39,0.7373491525650024,0.755859375
40,0.7213700413703918,0.75390625
41,0.7112908363342285,0.7646484375
42,0.6953312158584595,0.7587890625
43,0.71292644739151,0.748046875
44,0.6996412873268127,0.7548828125
45,0.68341064453125,0.7646484375
46,0.6908354759216309,0.7607421875
47,0.6640720963478088,0.7783203125
48,0.6611840128898621,0.775390625
49,0.6365396976470947,0.7841796875
50,0.6608770489692688,0.779296875
51,0.6562938094139099,0.771484375
52,0.6458287835121155,0.7626953125
53,0.6545031070709229,0.7724609375
54,0.6088517308235168,0.7900390625
55,0.6260986328125,0.7880859375
56,0.5947827696800232,0.7958984375
57,0.5917549133300781,0.8046875
58,0.5706616640090942,0.8134765625
59,0.5888206958770752,0.7939453125
60,0.5675244331359863,0.814453125
61,0.5475989580154419,0.8203125
62,0.5367440581321716,0.8095703125
63,0.5358157753944397,0.82421875
64,0.5322067737579346,0.8212890625
65,0.5265628099441528,0.8232421875
66,0.5068230628967285,0.830078125
67,0.488739937543869,0.8330078125
68,0.4744492769241333,0.8408203125
69,0.48966333270072937,0.841796875
70,0.4858211576938629,0.8349609375
71,0.4674869179725647,0.8466796875
72,0.44593918323516846,0.8544921875
73,0.45064282417297363,0.8525390625
74,0.46727967262268066,0.84765625
75,0.43789729475975037,0.8505859375
76,0.4268529713153839,0.849609375
77,0.4172973036766052,0.8505859375
78,0.41376665234565735,0.859375
79,0.4152567386627197,0.861328125
80,0.3933962881565094,0.8720703125
81,0.40197330713272095,0.87109375
82,0.3894287943840027,0.875
83,0.3843793272972107,0.8779296875
84,0.4022411108016968,0.853515625
85,0.3881012797355652,0.87109375
86,0.3682026267051697,0.8857421875
87,0.354733407497406,0.884765625
88,0.3549402058124542,0.8818359375
89,0.3566679060459137,0.888671875
90,0.33358773589134216,0.888671875
91,0.3503052294254303,0.8896484375
92,0.3486286401748657,0.8876953125
93,0.35127687454223633,0.888671875
94,0.3179112672805786,0.8994140625
95,0.3657534420490265,0.880859375
96,0.3148002326488495,0.888671875
97,0.31214994192123413,0.900390625
98,0.3205402195453644,0.904296875
99,0.306682825088501,0.9013671875
100,0.30207306146621704,0.9052734375
101,0.28097158670425415,0.9111328125
102,0.2805017828941345,0.90625
103,0.29312998056411743,0.9052734375
104,0.28377431631088257,0.904296875
105,0.2890191972255707,0.9052734375
106,0.26660895347595215,0.921875
107,0.26885342597961426,0.919921875
108,0.2570938766002655,0.9169921875
109,0.23907148838043213,0.9208984375
110,0.26817795634269714,0.9130859375
111,0.2659958302974701,0.908203125
112,0.24765440821647644,0.9228515625
113,0.25189220905303955,0.921875
114,0.25401097536087036,0.9267578125
115,0.24659320712089539,0.91796875
116,0.23889169096946716,0.9228515625
117,0.270824670791626,0.91015625
118,0.26923224329948425,0.904296875
119,0.22777289152145386,0.9267578125
120,0.24749599397182465,0.9150390625
121,0.2346040904521942,0.919921875
122,0.210422545671463,0.935546875
123,0.2063402384519577,0.9404296875
124,0.2980215847492218,0.8984375
125,0.21904249489307404,0.9296875
126,0.22645211219787598,0.9326171875
127,0.22251494228839874,0.9296875
128,0.18931739032268524,0.9404296875
129,0.1948467642068863,0.9423828125
130,0.19716456532478333,0.943359375
